id,name,addr,city,state,zipcode,phone,website,pricerange,category,ratingvalue,neighborhood,takes reservations,delivery,take-out,accepts credit cards,good for,parking,attire,ambience,alcohol,outdoor seating,wi-fi,waiter service,caters
1020,hong galbi,3132 w olympic blvd,los angeles,ca,90006,(323) 734-2577,honggalbi.com,$$,korean;barbeque,4.5,harvard heights,yes,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,no,no,yes,yes
1021,xiomara,6101 melrose ave,los angeles,ca,90038,(323) 461-0601,xiomararestaurant.com,$$$,cuban,4.0,hollywood,yes,no,yes,yes,dinner,valet; street,dressy,romantic,full bar,yes,no,yes,no
1022,thirteen xiii soju bar,4121 w olympic blvd,los angeles,ca,90019,(323) 272-3432,,$$,bars;korean,4.5,koreatown,yes,no,yes,yes,late night,private lot,casual,divey,beer & wine only,no,no,yes,no
1023,the real 3rd street chicken house,4254 1/2 w 3rd st,los angeles,ca,90020,(213) 386-1135,,$,korean,4.5,beverly grove,no,,yes,yes,,,casual,,no,no,no,yes,
1024,atwater village tavern,3216 glendale blvd,los angeles,ca,90039,(323) 644-0605,atwatervillagetavern.com,$$,mexican;bars,4.0,atwater village,yes,no,yes,yes,brunch,private lot,casual,casual,full bar,yes,free,yes,yes
1025,chibiscus asian cafe,7361 w sunset blvd,los angeles,ca,90046,(323) 977-9877,chibiscus.com,$,cafes;asian fusion;ramen,4.5,hollywood,no,yes,yes,yes,dinner,street; private lot,casual,casual,,no,free,yes,no
1026,manifesto cafe,5528 monterey rd,los angeles,ca,90042,(323) 739-9525,manifestocafela.com,$,cafes;tea rooms,4.0,montecito heights,no,no,yes,yes,brunch,street,casual,casual,no,yes,free,yes,yes
1027,panini cafe -downtown,600 w 9th st,los angeles,ca,90015,(213) 489-4200,mypaninicafe.com,$$,italian;mediterranean,4.0,downtown,no,yes,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,yes,yes
1028,hoy-ka thai noodles,5908 sunset blvd,los angeles,ca,90028,(323) 688-3558,,$,thai,4.5,hollywood,yes,no,yes,yes,lunch,street; private lot,casual,casual,no,yes,no,yes,yes
1029,carney’s sunset strip,8351 w sunset blvd,los angeles,ca,90069,(323) 654-8300,carneytrain.com,$,burgers;hot dogs;sandwiches,4.0,hollywood hills west,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,no,no,no
1030,corner place,2819 james m wood blvd,los angeles,ca,90006,(213) 487-0968,cornerplacerestaurant.com,$$,korean,4.0,koreatown,no,no,no,yes,dinner,private lot,casual,casual,beer & wine only,no,no,yes,no
1031,stout,1544 n cahuenga blvd,los angeles,ca,90028,(323) 469-3801,stoutburgersandbeers.com,$$,burgers,4.0,hollywood,no,no,yes,yes,dinner; late night,street,casual,casual,beer & wine only,yes,no,yes,no
1032,yang chow,819 n broadway,los angeles,ca,90012,(213) 625-0811,yangchow.com,$$,chinese,3.5,chinatown,yes,no,yes,yes,lunch; dinner,street,casual,casual,beer & wine only,no,no,yes,no
1033,ob bear,3002 w 7th st,los angeles,ca,90005,(213) 480-4910,,$$,korean;pubs;sandwiches,4.0,koreatown; wilshire center,no,no,yes,yes,late night,street; private lot,casual,casual,beer & wine only,no,no,yes,no
1034,perch,448 s hill st,los angeles,ca,90013,(213) 802-1770,perchla.com,$$$,lounges;french,4.0,downtown,yes,no,no,yes,late night,valet; street,dressy,classy,full bar,yes,no,yes,no
1035,santouka ramen,3760 s centinela ave,los angeles,ca,90066,(310) 391-1101,santouka.co.jp,$,ramen,4.5,mar vista,no,no,no,no,lunch,private lot,casual,casual,no,no,no,no,no
1036,broken spanish,1050 s flower st,los angeles,ca,90015,(213) 749-1460,brokenspanish.com,$$$,mexican,4.5,downtown,yes,no,no,yes,dinner,valet,casual,trendy,full bar,yes,no,yes,
1037,papilles bistro,6221 franklin ave,los angeles,ca,90028,(323) 871-2026,papillesla.com,$$$,french,4.5,hollywood hills,yes,no,no,yes,dinner,private lot,casual,casual,beer & wine only,no,no,yes,no
1038,cw & chris fish and chicken,6512 s. western ave.,los angeles,ca,90047,(323) 750-9403,cwandchris.com,$,seafood,4.5,harvard park,no,no,yes,no,,street,casual,,no,no,no,no,yes
1039,te’kila,6541 hollywood blvd,los angeles,ca,90028,(323) 960-2404,tekilahollywood.com,$$,bars;mexican,4.0,hollywood,yes,no,yes,yes,late night,street,casual,casual,full bar,yes,free,yes,no
1040,kyochon,3833 w 6th st,los angeles,ca,90020,(213) 739-9292,kyochonus.com,$$,korean,3.5,koreatown; wilshire center,no,yes,yes,yes,lunch; dinner,valet; street; private lot,casual,casual,no,no,no,yes,yes
1041,han bat sul lung tang,4163 w 5th st,los angeles,ca,90020,(213) 383-9499,,$,korean;comfort food;soup,4.5,koreatown; wilshire center,no,no,yes,no,lunch; dinner,street; private lot,casual,casual,no,no,no,yes,no
1042,panini cafe,8054 w 3rd st,los angeles,ca,90048,(323) 951-1900,mypaninicafe.com,$$,mediterranean,4.0,beverly grove,no,yes,yes,yes,brunch,street,casual,casual,beer & wine only,yes,no,yes,yes
1043,the grain cafe,4222 w pico blvd,los angeles,ca,90019,(323) 931-4034,graincafeonline.com,$$,sandwiches;vegan;vegetarian,4.5,mid-city,no,yes,yes,yes,lunch,private lot,casual,casual,no,no,free,yes,yes
1044,guisados,1261 w sunset blvd,los angeles,ca,90026,(213) 250-7600,guisados.co,$,mexican,4.5,echo park,no,no,yes,yes,lunch,street,casual,casual,no,yes,no,no,no
1045,deli-cious deli & catering,5966 w olympic blvd,los angeles,ca,90036,(323) 936-3354,deliciousdeliandcatering.com,$,delis;italian;coffee & tea,4.5,mid-wilshire,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,free,no,yes
1046,the fresh,3450 w 6th st ste 102,los angeles,ca,90020,(213) 262-7885,,$$,korean;seafood,4.5,koreatown; wilshire center,yes,no,yes,yes,lunch,valet,casual,hipster,beer & wine only,no,free,yes,no
1047,yuko kitchen,5484 wilshire blvd,los angeles,ca,90036,(323) 933-4020,yukokitchen.com,$$,japanese,4.5,mid-wilshire,no,no,yes,yes,lunch,street,casual,casual,no,yes,free,yes,no
1048,japadog,,los angeles,ca,,(917) 687-9276,japadog.com,$,hot dogs;food trucks,4.5,little tokyo; downtown,no,no,yes,no,lunch,street,casual,,no,no,no,no,yes
1049,sanamluang cafe,5176 hollywood blvd,los angeles,ca,90027,(323) 660-8006,,$,thai,4.0,east hollywood,no,no,yes,no,late night,street; private lot,casual,casual,no,yes,no,yes,no
1050,the carving board,11676 gateway blvd,los angeles,ca,90064,(310) 478-7500,eattheboard.com,$$,sandwiches,4.5,sawtelle,no,no,yes,yes,brunch; dessert,street,casual,casual,no,yes,no,no,yes
1051,osteria la buca,5210 melrose ave,los angeles,ca,90038,(323) 462-1900,osterialabuca.com,$$,italian;pizza;breakfast & brunch,4.0,larchmont,yes,yes,yes,yes,dinner,valet; street,casual,romantic,full bar,no,no,yes,no
1052,guelaguetza restaurante,3014 w olympic blvd,los angeles,ca,90006,(213) 427-0608,ilovemole.com,$$,mexican,4.0,harvard heights,yes,yes,yes,yes,dinner,valet; street,casual,casual,full bar,no,free,yes,yes
1053,khun dom thai,4681 melrose ave,los angeles,ca,90029,(323) 663-1086,,$,thai,4.0,east hollywood,no,yes,yes,yes,lunch,private lot,casual,casual,no,no,no,yes,no
1054,dirt dog,2528 s figueroa st,los angeles,ca,90007,(213) 749-1813,dirtdogla.com,$,hot dogs,4.5,university park,no,no,yes,yes,lunch,street; private lot,casual,divey,no,no,free,no,yes
1055,franco on melrose,6919 melrose ave,los angeles,ca,90038,(323) 934-3390,francoonmelrose.com,$$,italian,4.0,hollywood,yes,no,yes,yes,dinner,valet; street,casual,romantic,beer & wine only,yes,free,yes,yes
1056,post & beam,3767 santa rosalia dr,los angeles,ca,90008,(323) 299-5599,postandbeamla.com,$$,pizza;southern;american (new),3.5,baldwin hills/crenshaw,no,no,yes,yes,dinner,private lot,casual,trendy,full bar,yes,no,yes,yes
1057,toast bakery cafe,8221 w 3rd st,los angeles,ca,90048,(323) 655-5018,,$$,american (new);breakfast & brunch;bakeries,3.5,beverly grove,no,no,yes,yes,breakfast; brunch,street,casual,casual,no,yes,free,yes,yes
1058,the black fig,960 e 3rd st,los angeles,ca,90013,(213) 346-9437,,$,cafes,4.5,arts district; downtown,no,no,yes,yes,lunch,street; private lot; validated,casual,casual,no,yes,free,no,yes
1059,honey pig,3400 w 8th st,los angeles,ca,90005,(213) 380-0256,,$$,korean;barbeque,3.5,koreatown,yes,no,no,yes,dinner,valet; street,casual,casual,beer & wine only,yes,no,yes,no
1060,olympic cheonggukjang,2528 w olympic blvd ste 104,los angeles,ca,90006,(213) 480-1107,,$$,korean;asian fusion,4.0,pico-union,no,no,yes,yes,brunch; lunch; dinner,private lot,casual,casual,no,no,no,yes,no
1061,carousel restaurant,5112 hollywood blvd ste 107,los angeles,ca,90027,(323) 660-8060,carouselrestaurant.com,$$,armenian;lebanese,4.5,east hollywood,yes,yes,yes,yes,lunch; dinner,private lot,casual,casual,no,yes,no,yes,yes
1062,ebaes,2314 s union ave,los angeles,ca,90007,(213) 747-6888,ebaesla.com,$$,tapas/small plates;ramen;sushi bars,4.0,university park,no,yes,yes,yes,dessert,street; private lot,casual,divey,beer & wine only,no,no,yes,yes
1063,bludso’s bar & que,609 n la brea ave,los angeles,ca,90036,(323) 931-2583,barandque.com,$$,barbeque;sports bars,4.0,fairfax,no,no,yes,yes,dinner,valet; street,casual,casual,full bar,yes,no,yes,yes
1064,gushi,978 gayley ave,los angeles,ca,90024,(310) 208-4038,gushi.menu,$,korean,4.0,westwood; ucla,no,no,yes,no,lunch,street,casual,casual,no,yes,no,no,no
1065,jun won restaurant,3100 w 8th st ste 101,los angeles,ca,90005,(213) 383-8855,,$$,korean,4.5,koreatown,no,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,no,no,yes,no
1066,tribal cafe,1651 w temple st ste a,los angeles,ca,90026,(213) 483-4458,tribalcafe.com,$,coffee & tea;juice bars & smoothies;vegetarian,4.0,westlake,no,no,yes,yes,lunch,street; private lot,casual,hipster,no,yes,free,no,yes
1067,pizza romana,615 n la brea ave,los angeles,ca,90036,(323) 939-1148,pizzaromana.com,$$,pizza,4.5,fairfax,no,no,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,no,yes
1068,madera kitchen,1835 n cahuenga blvd,los angeles,ca,90028,(213) 261-3687,maderakitchen.com,$$,american (new),3.5,hollywood,yes,no,yes,yes,brunch,valet; street,casual,hipster,full bar,yes,no,yes,no
1069,bao dim sum house,8256 beverly blvd,los angeles,ca,90048,(323) 655-6556,baodimsum.com,$$,dim sum,4.0,beverly grove,yes,yes,yes,yes,brunch,valet; street,casual,trendy,full bar,no,no,yes,no
1070,kuishimbo restaurant,3407 w 6th st ste 101a,los angeles,ca,90020,(213) 380-5049,,$,japanese,4.0,koreatown; wilshire center,no,no,yes,yes,lunch,garage,casual,casual,no,yes,no,no,no
1071,tbla catering & cafe,765 santee st,los angeles,ca,90014,(213) 623-1013,tblacaters.com,$$,american (new),4.5,downtown,no,yes,yes,yes,lunch,street,casual,casual,no,yes,free,no,yes
1072,haché la,3319 w sunset blvd,los angeles,ca,90026,(323) 928-2963,hachela.com,$$,american (new),4.0,silver lake,no,no,yes,yes,lunch,street; private lot,casual,hipster,beer & wine only,yes,,no,no
1073,nonna’s empanadas,8570 w 3rd st,los angeles,ca,90048,(310) 385-0445,nonnasempanadas.com,$,fast food,4.0,beverly grove,no,yes,yes,yes,lunch,street,casual,casual,no,yes,free,no,yes
1074,teriyaki house,3560 w 1st st,los angeles,ca,90004,(213) 380-8878,,$,japanese,4.0,koreatown,no,no,yes,no,lunch,street,casual,casual,no,no,no,no,no
1075,edibol,300 s santa fe ave ste q,los angeles,ca,90013,(213) 292-6466,edibol.com,$$,american (new);breakfast & brunch,4.5,arts district; downtown,yes,yes,yes,yes,brunch,private lot,casual,casual,beer & wine only,yes,no,yes,yes
1076,mo better burgers,901 s la brea ave ste 2,los angeles,ca,90036,(323) 939-0242,mobetterburgers.com,$,burgers,4.5,mid-wilshire,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,no,no
1077,sidewalk grill,1727 n vermont ave ste 102,los angeles,ca,90027,(323) 669-3354,thesidewalkgrill.com,$$,mediterranean;persian/iranian,4.0,los feliz,no,yes,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,free,no,yes
1078,spice cafe,2011 n highland ave,los angeles,ca,90068,(323) 876-0497,spice-hollywood.com,$$,italian;breakfast & brunch;bars,4.0,hollywood hills,yes,yes,yes,yes,breakfast,,casual,casual,beer & wine only,yes,free,yes,yes
1079,alta california fonda,5303 w pico blvd,los angeles,ca,90019,(323) 591-1095,altacaliforniafonda.com,$$,mexican,4.5,mid-wilshire,no,no,yes,yes,brunch,street,casual,casual,no,yes,no,yes,yes
1080,vees cafe,5418 w adams blvd,los angeles,ca,90016,(855) 863-9107,veescafe.net,$$,american (new);coffee & tea;breakfast & brunch,4.0,west adams,no,yes,yes,yes,breakfast; brunch,street,casual,casual,no,yes,free,no,no
1081,simply pho you,698 s vermont ave,los angeles,ca,90005,(213) 381-2246,,$,vietnamese;asian fusion,4.0,koreatown; wilshire center,no,no,yes,yes,lunch,valet; private lot,casual,casual,no,no,no,yes,no
1082,local,2943 w sunset blvd,los angeles,ca,90026,(323) 662-4740,localsilverlake.com,$$,salad;breakfast & brunch,4.0,silver lake,no,no,yes,yes,lunch,street,casual,hipster,no,yes,free,yes,no
1083,toca madera,8450 w 3rd st,los angeles,ca,90048,(323) 852-9400,tocamadera.com,$$$,cocktail bars;mexican,4.0,beverly grove,yes,no,yes,yes,late night,valet; street,dressy,trendy,full bar,no,no,yes,yes
1084,bourgeois pig,5931 franklin ave,los angeles,ca,90028,(323) 464-6008,,$,coffee & tea;desserts;sandwiches,4.0,hollywood hills,no,no,yes,yes,late night,street,casual,hipster,no,yes,free,no,yes
1085,rainbow bar & grill,9015 w sunset blvd,los angeles,ca,90069,(310) 278-4232,rainbowbarandgrill.com,$$,italian;bars;music venues,4.0,west hollywood,yes,no,yes,yes,dinner; late night,valet; street,casual,divey,full bar,yes,no,yes,no
1086,bento man,1500 s western ave,los angeles,ca,90006,(323) 733-5316,,$,japanese,4.0,harvard heights,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,no
1087,wood & vine,6280 hollywood blvd,los angeles,ca,90028,(323) 334-3360,woodandvine.com,$$,american (new);bars,3.5,hollywood,yes,no,no,yes,dinner,valet; street; validated,casual,trendy,full bar,yes,free,yes,no
1088,cielito lindo,e-23 olvera st ste e,los angeles,ca,90012,(213) 687-4391,cielitolindo.org,$,mexican,4.0,downtown,no,no,yes,yes,lunch,street,casual,casual,no,yes,no,no,no
1089,zankou chicken,1716 s sepulveda blvd,los angeles,ca,90025,(310) 444-0550,zankouchicken.com,$,middle eastern;mediterranean,4.0,west los angeles,no,no,yes,yes,lunch,street; private lot,casual,casual,no,no,no,no,yes
1090,ay-do-no korean bbq,5911 hollywood blvd,los angeles,ca,90028,(323) 871-1420,aydono.com,$$,barbeque;korean;asian fusion,4.0,hollywood,yes,yes,yes,yes,dinner,street,casual,trendy,beer & wine only,no,no,yes,yes
1091,genki grill,6355 wilshire blvd,los angeles,ca,90048,(323) 653-3287,,$,korean,4.0,beverly grove,no,no,yes,yes,lunch,street; private lot,casual,casual,no,yes,no,no,yes
1092,homegirl cafe and catering,130 w bruno  st,los angeles,ca,90012,(213) 617-0380,homeboyindustries.org,$$,vegetarian;cafes,4.0,chinatown,yes,no,yes,yes,lunch,street; private lot,casual,casual,no,yes,free,yes,yes
1093,olympian burgers,2701 s vermont ave,los angeles,ca,90007,(323) 735-0599,olympianburgers.com,$,burgers;breakfast & brunch;salad,4.0,adams normandie,no,no,yes,yes,lunch,street; private lot,casual,casual,no,no,no,no,no
1094,lobsta shack,701 w cesar e chavez ave,los angeles,ca,90012,(323) 999-1797,lobstashack.com,$$,seafood,3.5,chinatown,no,no,yes,yes,brunch,garage,casual,casual,no,no,no,no,no
1095,pistola,8022 w 3rd st,los angeles,ca,90048,(323) 951-9800,pistola-la.com,$$$,italian;bars;steakhouses,4.0,beverly grove,yes,yes,yes,yes,dinner,valet; street,dressy,trendy,full bar,yes,free,yes,yes
1096,monsieur marcel,farmers market 6333 w 3rd st,los angeles,ca,90036,(323) 939-7792,mrmarcel.com,$$,specialty food;french,4.0,fairfax,no,no,yes,yes,lunch,validated,casual,casual,beer & wine only,yes,no,yes,no
1097,wako donkasu,2904 w olympic blvd,los angeles,ca,90006,(213) 387-9256,,$$,korean;japanese,4.0,pico-union,no,no,yes,yes,lunch; dinner,street,casual,casual,no,no,no,yes,no
1098,mountain cafe,3064 w 8th st,los angeles,ca,90005,(213) 487-7615,,$,korean,3.5,koreatown; wilshire center,no,no,yes,yes,dinner; late night,private lot,casual,casual,no,no,no,yes,no
1099,takuma’s burgers,2939 w sunset blvd,los angeles,ca,90026,(213) 864-9305,,$,burgers,4.5,silver lake,no,no,yes,yes,late night,,casual,casual,beer & wine only,yes,no,no,yes
1100,genwa korean bbq,5115 wilshire blvd,los angeles,ca,90036,(323) 549-0760,genwakoreanbbq.com,$$,korean;barbeque,4.5,hancock park,,no,yes,yes,dinner,garage; street,casual,trendy,beer & wine only,no,no,yes,no
1101,andre’s italian restaurant,6332 w 3rd st,los angeles,ca,90036,(323) 935-1246,andresitalian.com,$,italian;pizza,4.0,mid-wilshire,no,no,yes,no,lunch,private lot,casual,casual,beer & wine only,yes,no,no,yes
1102,kang ho dong baekjeong,3465 w 6th st ste 20,los angeles,ca,90020,(213) 384-9678,,$$,korean;barbeque,4.5,koreatown; wilshire center,no,no,no,yes,dinner,valet,casual,casual,beer & wine only,yes,no,yes,no
1103,napoleon and josephine,7212 melrose ave,los angeles,ca,90046,(323) 424-7487,napoleonandjosephine.net,$$$,french;italian;wine bars,4.5,fairfax,yes,no,no,yes,dinner,valet; private lot,casual,romantic,beer & wine only,yes,free,yes,no
1104,mama’s international tamales,2124 w 7th st,los angeles,ca,90057,(213) 487-7474,mamastamales.com,$,mexican,4.0,westlake,no,yes,no,yes,lunch,,casual,casual,no,no,no,no,yes
1105,marie’s deli & cafe,733 w 7th st,los angeles,ca,90017,(213) 622-5283,mariescoffeedeli.com,$,coffee & tea;american (traditional);bagels,4.5,downtown,no,no,yes,yes,lunch,street,casual,casual,no,no,free,no,yes
1106,pollos el brasero,2281 w pico blvd,los angeles,ca,90006,(213) 381-6060,,$,peruvian,4.0,pico-union,no,no,yes,yes,lunch,street,casual,casual,no,no,no,no,yes
1107,get bbul,3189 1/2 w olympic blvd,los angeles,ca,90006,(213) 380-7070,,$$,korean;seafood,4.0,koreatown,no,no,no,yes,late night,,casual,divey,beer & wine only,no,no,yes,
1108,peaches’ smokehouse & southern kitchen,,los angeles,ca,90036,(323) 801-6368,peachestruck.com,$$,food trucks;southern;caterers,4.0,mid-wilshire,no,no,yes,yes,lunch,,casual,casual,no,no,no,no,yes
1109,suehiro cafe,337 e 1st st,los angeles,ca,90012,(213) 626-9132,,$,japanese,4.0,little tokyo; downtown,no,no,yes,yes,late night,street,casual,casual,beer & wine only,no,no,yes,no
1110,mendocino farms,735 s figueroa st,los angeles,ca,90071,(213) 430-9040,mendocinofarms.com,$$,sandwiches;salad;caterers,4.5,downtown,no,no,yes,yes,lunch,garage; street; validated,casual,casual,beer & wine only,yes,free,no,yes
1111,village pizzeria,131 n larchmont blvd,los angeles,ca,90004,(323) 465-5566,villagepizzeria.net,$,pizza;salad;italian,4.0,windsor square,no,yes,yes,yes,lunch; dinner,street,casual,casual,beer & wine only,yes,no,yes,yes
1112,the foodshop,147 n western ave,los angeles,ca,90004,(323) 871-8833,,$,korean;delis;ethnic food,5.0,koreatown,no,no,yes,yes,,,casual,,,no,,,
1113,vees café,2310 whittier blvd,los angeles,ca,90023,(323) 264-8337,veescafe.net,$,american (new);coffee & tea;sandwiches,4.5,boyle heights,no,yes,yes,yes,brunch,street,casual,divey,no,yes,,no,yes
1114,ayara thai cuisine,6245 w 87th st,los angeles,ca,90045,(310) 410-8848,ayarathaicuisine.com,$$,thai;caterers;vegetarian,4.0,westchester,yes,yes,yes,yes,dinner,street; private lot,casual,casual,beer & wine only,no,no,yes,yes
1115,the kitchen,4348 fountain ave,los angeles,ca,90029,(323) 664-3663,thekitchen-silverlake.com,$$,american (new);american (traditional),4.0,silver lake,no,no,yes,yes,brunch; dinner,street,casual,hipster,beer & wine only,yes,no,yes,no
