id,name,votes,rating,phone,address,zip,cuisine,reviewcount
1394,nuevo leon,477,3.7,(312) 421-1517,1515 w. 18th street,60608,mexican,23
1395,berghoff cafe,25,3.4,(312) 427-7399,17 w. adams street,60603,"german,sandwich,cafe",6
1396,mago grill & cantina,107,4.2,(847) 253-2222,metropolis performing arts centre,60005,"mexican,taco",10
1397,amarit thai,90,3.6,(312) 939-1179,600 s. dearborn street,60605,"pan asian,thai,sushi",9
1398,cafe lucci,146,4.0,(847) 729-2268,609 milwaukee avenue,60025,italian,12
1399,ipsento,101,4.0,(773) 904-8177,2035 n. western avenue,60647,"cafe,sandwich",6
1401,del rio restaurant,96,3.7,(847) 432-4608,228 green bay road,60040,italian,4
1402,catch 35,216,3.6,(630) 717-3500,35 s. washington street,60540,"seafood,steakhouse",3
1404,the bar on buena,186,4.1,(773) 525-8665,910 w. buena avenue,60613,"american,burger",6
1405,hugo's frog bar & fish house,356,3.9,(312) 640-0999,1024 n. rush street,60611,"steakhouse,seafood",29
1407,kona grill,141,3.3,(630) 515-8395,3051 butterfield road,60523,"hawaiian,sushi",8
1408,mai thai restaurant,36,3.3,(630) 455-4299,697 n. cass avenue,60559,thai,5
1409,eagle restaurant,21,3.2,(630) 963-9161,406 maple avenue,60515,greek,1
1410,sam's grill & pizza,41,3.6,(630) 483-1111,385 s. prospect avenue,60103,"burger,pizza",3
1411,richard walker's pancake house,142,3.9,(847) 882-1100,1300 n. roselle road,60195,"american,sandwich",9
1412,the patio,104,4.0,(708) 429-7575,7830 w. 159th street,60462,"american,bbq",9
1413,the assembly,119,3.6,(847) 843-3993,2570 hassell road,60169,"american,burger",13
1414,d'amato's bakery,100,4.5,(312) 733-5456,1124 w. grand avenue,60622,"italian,sandwich",5
1415,austrian bakery and deli,105,4.1,(773) 244-9922,2523 n. clark street,60614,"sandwich,bakery",3
1416,crisp,292,4.1,(877) 693-8653,2940 n. broadway street,60657,korean,21
1417,graham elliot bistro,50,3.5,(312) 888-2258,841 w. randolph street,60607,new american,4
1418,tin fish,127,3.6,(708) 532-0200,18201 s. harlem avenue,60477,"seafood,steakhouse",10
1419,rocks lakeview,123,3.8,(773) 472-0493,3463 n. broadway street,60657,bar food,6
1420,marmalade,69,3.3,(773) 883-9000,1969 w. montrose avenue,60613,new american,6
1421,on the border,55,3.3,(331) 472-8740,1915 glacier park avenue,60540,mexican,6
1422,green door tavern,106,4.1,(312) 664-5496,678 n. orleans street,60654,"american,burger,bar food",3
1423,grace,21,3.1,(312) 234-9494,652 w. randolph street,60661,new american,1
1424,maxwell street depot,73,3.8,(312) 326-3514,411 w. 31st street,60616,"burger,american",0
1425,that little mexican cafe,162,3.6,(773) 769-1004,1055 w. bryn mawr avenue,60660,mexican,8
1426,en hakkore,17,3.2,(773) 772-9880,1840 n. damen avenue,60622,korean,2
1427,pizzeria due,401,3.6,(312) 943-2400,619 n. wabash avenue,60611,"pizza,italian,american",32
1428,frontera fresco,70,4.1,(312) 701-4483,111 n. state street,60602,mexican,7
1429,p.f. chang's,141,4.0,(847) 610-8000,woodfield mall,60173,"asian,chinese",10
1430,kit kat lounge and supper club,76,3.6,(773) 525-1111,3700 n. halsted street,60613,"american,bar food",4
1431,ben's noodles and rice,121,4.4,(773) 907-8936,1139 w. bryn mawr avenue,60660,thai,8
1432,ming toy restaurant,134,3.8,(847) 623-7990,3139 n. lewis avenue,60087,chinese,9
1433,sai cafe,157,3.8,(773) 472-8080,2010 n. sheffield avenue,60614,"japanese,sushi",3
1434,vinothai,104,4.0,(630) 443-8461,3825 e. main street,60174,thai,13
1435,soupbox,128,3.8,(773) 935-9800,2943 n. broadway street,60657,american,3
1436,blue frog's local 22,89,3.7,(312) 527-1200,22 e. hubbard street,60611,"american,burger",10
1437,panera bread,24,3.3,(847) 604-8451,305 waukegan road,60044,"sandwich,cafe",3
1438,wishbone,224,3.8,(773) 549-2663,3300 n. lincoln avenue,60657,"american,southern",17
1439,simply it cuisine of vietnam,126,3.8,(773) 248-0884,2269 n. lincoln avenue,60614,vietnamese,8
1440,kyoto sushi,145,3.9,(773) 477-2788,2534 n. lincoln avenue,60614,"sushi,japanese,asian",10
1441,ruth's chris steak house,147,3.9,(847) 498-6889,renaissance chicago north shore hotel,60062,"american,steakhouse",7
1442,flight restaurant & wine bar,99,3.3,(847) 729-9463,the glen tower center,60026,american,3
1443,eno,97,3.6,(312) 321-8738,intercontinental chicago,60611,"bar food,steakhouse",2
1444,cellar bistro,125,3.7,(630) 653-6299,132 n. hale street,60187,"american,seafood",5
1445,cafeteria marianao,39,3.6,(773) 278-4533,2246 n. milwaukee avenue,60647,cuban,2
1446,hashbrowns,97,3.5,(312) 226-8000,731 w. maxwell street,60607,american,4
1447,blue line lounge and grill,92,3.6,(773) 395-3700,1568 n. damen avenue,60622,"bar food,american",7
1448,the stained glass,160,3.7,(847) 864-8600,1735 benson avenue,60201,american,4
1449,shake shack,84,3.9,(312) 667-1701,66 e. ohio street,60611,"american,burger",10
1450,xoco,1177,4.5,(312) 334-3688,449 n. clark street,60654,mexican,82
1451,uncle julio's,393,3.6,(214) 520-6620,4125 lemmon avenue,75219,tex-mex,23
1452,keller's drive-in,324,4.3,(214) 368-1209,6537 e northwest highway,75231,burger,28
1453,pappadeaux seafood kitchen,279,3.5,(972) 447-9616,18349 dallas parkway,75287,"seafood,southern,cajun",23
1454,palomino,192,3.6,(214) 999-1222,500 crescent court,75201,"italian,mediterranean",13
1455,ojeda's,391,3.6,(214) 528-8383,4617 maple avenue,75219,mexican,34
1456,good 2 go taco,465,4.2,(214) 519-9110,1146 peavy road,75218,mexican,46
1457,emporium pies,111,4.2,(469) 206-6126,314 n bishop avenue,75208,desserts,17
1458,rusty taco,323,3.3,(214) 613-0508,4802 greenville avenue,75206,"taco,tex-mex",44
1459,the blue fish,273,3.4,(214) 824-3474,3519 greenville avenue,75206,"japanese,seafood,sushi",19
1460,dough pizzeria napoletana,252,3.8,(972) 788-4600,11909 preston road,75230,"italian,pizza",45
1461,twisted root burger company,1553,4.0,(214) 741-7668,2615 commerce street,75226,"burger,american",118
1462,bread winners,291,3.9,(214) 351-3339,5560 w lovers lane,75209,"american,bakery",21
1463,cafe izmir,247,3.6,(214) 826-7788,3711 greenville avenue,75206,"mediterranean,tapas",23
1464,ziziki's restaurant,271,3.8,(214) 521-2233,4514 travis street,75205,"greek,mediterranean",17
1465,alligator cafe,315,3.9,(214) 821-6900,9540 garland road,75218,"cajun,seafood",49
1466,original market diner,275,4.4,(214) 521-0992,4434 harry hines boulevard,75219,"diner,american,desserts",28
1467,nick & sam's grill,386,3.5,(214) 303-1880,2816 fairmount street,75201,"new american,burger,sandwich",24
1468,sushi zushi,397,3.6,(214) 522-7253,3636 mckinney avenue,75204,"japanese,sushi",31
1469,mi cocina,342,3.4,(469) 533-5663,3699 mckinney avenue,75204,tex-mex,24
1470,wild about harry's,518,3.9,(214) 520-3113,3113 knox street,75205,"american,desserts",25
1471,gloria's latin cuisine,292,3.6,(214) 521-7576,4140 lemmon avenue,75219,tex-mex,14
1472,eatzi's,1034,4.1,(214) 526-1515,3403 oak lawn avenue,75219,"coffee and tea,desserts,sandwich,cafe",44
1473,lockhart smokehouse,317,3.4,(214) 944-5521,400 w davis street,75208,bbq,39
1474,fadi's mediterranean grill,289,3.5,(214) 528-1800,3001 knox street,75205,mediterranean,36
1475,ozona,256,3.5,(214) 265-9105,4615 greenville avenue,75206,"american,tex-mex,bar food",19
1476,sambuca,201,3.4,(214) 744-0820,2120 mckinney avenue,75201,"american,fusion,seafood",29
1477,si tapas,303,3.9,(214) 720-0324,2207 allen street,75204,"spanish,tapas",28
1478,trinity hall,285,3.7,(214) 887-3600,5321 e mockingbird lane,75206,"irish,british,bar food",14
1479,parigi,247,3.9,(214) 521-0295,3311 oak lawn avenue,75219,"new american,french,italian",27
1480,the blind butcher,60,3.8,(214) 887-0000,1919 greenville avenue,75206,new american,8
1481,buzzbrews,309,3.7,(214) 826-7100,4154 n central expressway,75204,american,27
1482,cafe brazil,218,3.6,(214) 747-2730,2815 elm street,75226,"american,tex-mex,coffee and tea",19
1483,chuy's,1174,3.6,(214) 559-2489,4544 mckinney avenue,75205,tex-mex,52
1484,thai thai,147,3.8,(214) 828-9795,1731 greenville avenue,75206,"asian,thai",16
1485,the libertine bar,162,3.9,(214) 824-7900,2101 greenville avenue,75206,"american,bar food",11
1486,the french room - the adolphus hotel,287,3.7,(214) 742-8200,the adolphus hotel,75202,"american,french",27
1487,burger house,532,4.0,(214) 361-0370,6913 hillcrest avenue,75205,"american,burger",20
1488,jake's,466,4.0,(214) 349-1422,6606 skillman st dallas,75231,"american,burger",9
1489,liberty burger,120,4.3,(214) 954-7223,5181 keller springs road,75248,"burger,american",17
1490,cafe brazil,207,3.6,(214) 691-7791,6420 n central expressway,75206,"american,tex-mex,coffee and tea",26
1491,taco joint,281,4.1,(214) 826-8226,911 n peak street,75204,tex-mex,24
1492,victor tango's,234,3.9,(214) 252-8595,3001 n. henderson avenue,75206,american,29
1493,bistro b,287,3.9,(214) 575-9885,9780 walnut street,75243,"asian,vietnamese,chinese",28
1494,hattie's,828,4.0,(214) 942-7400,418 n bishop avenue,75208,"southern,american",42
1495,bob's steak & chop house,305,3.6,(214) 528-9446,4300 lemmon avenue,75219,steakhouse,28
1496,jonathon's oak cliff,245,4.0,(214) 946-2221,1111 n beckley avenue,75203,american,33
1497,hoffbrau steaks,249,3.5,(214) 742-4663,311 n market street,75202,"steakhouse,southern",50
1498,perry's steakhouse & grille,187,3.8,(214) 855-5151,2000 mckinney avenue,75201,"steakhouse,seafood",31
1499,barbec's,236,3.4,(214) 321-5597,8949 garland road,75218,"american,tex-mex,southern",21
1500,serious pizza,217,4.1,(214) 761-9999,2807 elm street,75226,pizza,33
1501,blue goose cantina,256,3.7,(214) 823-8339,2905 greenville avenue,75206,tex-mex,16
1502,teppo yakitori and sushi bar,198,4.2,(214) 826-8989,2014 greenville avenue,75206,"japanese,sushi",21
1503,gas monkey bar n' grill,126,3.3,(214) 350-1904,10261 technology boulevard,75220,"american,bar food",36
1504,y.o. ranch steakhouse,194,3.4,(214) 744-3287,702 ross avenue,75202,"american,steakhouse",19
1505,campisi's egyptian louge,962,3.7,(214) 827-0355,5610 e mockingbird lane,75206,"italian,pizza",46
1506,norma's cafe,237,3.8,(972) 380-8646,17721 dallas parkway,75287,"diner,american",19
1507,cafe brazil,200,3.7,(214) 461-8762,3847 cedar springs road,75219,"american,tex-mex,coffee and tea",18
1508,nobu - the crescent hotel,224,3.5,(214) 252-7000,the crescent hotel,75201,"fusion,japanese,sushi",24
1509,goodfriend beer garden and burger house,243,4.0,(214) 324-3335,1154 peavy road,75218,"burger,american",31
1510,henk's european deli and black forest bakery,315,4.0,(214) 987-9090,5811 blackwell st dallas,75231,"german,sandwich",17
1511,taco diner,261,3.4,(214) 521-3669,3699 mckinney avenue,75204,tex-mex,21
1512,sangria tapas y bar,232,3.3,(214) 520-4863,4524 cole avenue,75205,"spanish,tapas",23
1513,villa-o,187,3.5,(214) 780-1880,4514 travis street,75205,"italian,mediterranean",19
1514,terilli's,174,3.4,(214) 827-3993,2815 greenville avenue,75206,italian,10
1515,tony's pizza & pasta,875,4.1,(214) 503-0388,10233 e northwest highway,75238,"italian,pizza",24
1516,ellen's southern kitchen,230,3.8,(469) 206-3339,1718 north market street,75202,"american,southern",37
1517,gloria's latin cuisine,234,3.7,(214) 874-0088,3715 greenville avenue,75206,tex-mex,15
1518,stackhouse,151,4.0,(214) 828-1330,2917 gaston avenue,75226,"burger,sandwich",17
1519,off-site kitchen,161,4.5,(214) 741-2226,331 singleton boulevard,75212,"burger,american",21
1520,norma's cafe,267,4.1,(214) 946-4711,1123 w davis street,75208,"diner,american",22
1521,wild salsa,149,3.5,(214) 741-9453,1800 main street,75201,mexican,36
1522,mansion restaurant - rosewood mansion on turtle creek,242,3.5,(214) 559-2100,rosewood mansion on turtle creek,75219,"american,french,fusion",21
1523,pappasito's cantina,158,3.4,(214) 350-1970,10433 lombardy lane,75220,tex-mex,20
1524,pappadeaux seafood kitchen,172,4.0,(214) 358-1912,10428 lombardy lane,75220,"seafood,southern,cajun",15
1525,bangkok city restaurant,284,3.9,(214) 824-6200,4301 bryan street,75204,"asian,thai",20
1526,old warsaw,139,3.0,(214) 528-0032,2610 maple avenue,75201,"american,french",34
1527,oddfellows,373,4.0,(214) 944-5958,316 w 7th street,75208,"american,coffee and tea",36
1528,vickery park,129,3.6,(214) 827-1432,2810 n henderson avenue,75206,american,12
1529,anvil pub,85,3.8,(214) 741-1271,2638 elm street,75226,"bar food,american",5
1530,burger bueno,285,4.3,(972) 387-3400,13021 coit road,75240,burger,32
1531,s & d oyster company,268,3.7,(214) 880-0111,2701 mckinney avenue,75204,seafood,24
1532,stratos greek taverna,183,3.5,(214) 352-3321,2907 w northwest highway,75220,"greek,mediterranean",13
1533,luck,69,4.1,(469) 250-0679,3011 gulden lane,75212,southern,12
1534,meso maya,103,3.5,(214) 484-6555,1611 mckinney avenue,75202,mexican,8
1535,the blue fish,333,3.6,(972) 250-3474,18149 dallas parkway,75287,"japanese,seafood,sushi",19
1536,cane rosso,56,4.5,(214) 660-3644,7328 gaston avenue,75214,"pizza,italian",5
1537,dallas grilled cheese co.,38,3.5,(214) 944-5515,310 w 7th street,75208,"american,sandwich",16
1538,cosmic cafe,727,3.8,(214) 521-6157,2912 oak lawn avenue,75219,"indian,mediterranean",40
1539,max's wine dive,103,3.5,(214) 559-3483,3600 mckinney avenue,75204,"southern,fusion",14
1540,zaguan latin cafe & bakery,211,3.9,(214) 219-8393,2604 oak lawn avenue,75219,"latin american,cafe",29
1541,nonna,274,3.7,(214) 521-1800,4115 lomo alto drive,75219,italian,19
1542,the oceanaire seafood room - westin galleria dallas,246,3.5,(972) 759-2277,westin galleria dallas,75240,"american,seafood",25
1543,cowboy chicken,193,4.0,(214) 234-0505,5315 greenville avenue,75206,american,12
1544,the capital grille,267,3.5,(214) 303-0500,500 crescent court,75201,"seafood,steakhouse",22
1545,gui korean japanese bistro & bar,185,3.7,(214) 720-9229,2719 mckinney avenue,75204,"japanese,korean",14
1546,wingfield's breakfast & burger,465,4.7,(214) 943-5214,2615 s beckley avenue,75224,"burger,american",26
1547,local,145,3.7,(214) 752-7500,2936 elm street,75226,new american,12
1548,maggiano's little italy,268,3.8,(214) 360-0707,northpark center,75225,italian,14
1549,maple & motor,917,4.0,(214) 522-4400,4810 maple avenue,75219,"burger,american",114
1550,roccos uptown pizza & pasta,163,3.3,(214) 871-9207,2717 howell street,75204,"italian,pizza",22
1551,tei tei robata bar,218,3.7,(214) 828-2400,2906 n henderson avenue,75206,"japanese,sushi",18
1552,cbd provisions - the joule,71,3.5,(214) 261-4500,the joule,75201,"new american,southern,beverages",10
1553,gordon biersch brewery restaurant,148,3.5,(214) 369-2739,8060 park lane,75231,"american,bar food,seafood",11
1554,two guys from italy,315,3.8,(972) 247-6814,11637 webb chapel road,75229,"italian,pizza",29
1555,steel restaurant & lounge,346,3.7,(214) 219-9908,3180 welborn street,75219,"sushi,japanese",19
1556,saint ann restaurant & bar,200,3.3,(214) 782-9807,2501 n harwood street,75201,"american,european,international",33
1557,veracruz cafe,239,3.9,(214) 948-4746,408 n bishop avenue,75208,mexican,22
1558,mai's vietnamese,285,3.8,(214) 826-9887,4812 bryan street,75204,"asian,vietnamese",14
1559,rafain brazilian steakhouse,307,3.6,(972) 733-1110,18010 dallas parkway,75287,"brazilian,southern,steakhouse",21
1560,bolsa,786,3.8,(214) 367-9367,614 w davis street,75208,new american,68
1561,bread winners,1254,4.0,(214) 754-4940,3301 mckinney avenue,75204,"american,bakery",58
1562,katy trail ice house,126,3.3,(214) 468-0600,3127 routh street,75201,"bar food,bbq,american",21
1563,red hot & blue,190,3.4,(214) 368-7427,9810 n central expressway,75231,"bbq,burger,seafood",12
1564,bubba's cooks country,403,4.1,(214) 373-6527,6617 hillcrest avenue,75205,"american,diner,southern",18
1565,yutaka sushi bistro,210,3.8,(214) 969-5533,2633 mckinney avenue,75204,"asian,japanese,sushi",23
1566,jake's,337,3.6,(214) 754-8001,2702 mckinney avenue,75204,"american,burger",12
1567,deep sushi,206,3.5,(214) 651-1177,2624 elm street,75226,"japanese,sushi",32
1568,the cheesecake factory,273,3.6,(214) 373-4844,7700 w northwest highway,75225,"american,desserts",14
1569,boulevardier,143,4.3,(214) 942-1828,408 n bishop avenue,75208,french,15
1570,little katana,119,3.5,(214) 443-9600,4527 travis street,75205,"asian,japanese,korean,sushi",7
1571,sonny bryan's smokehouse,224,3.4,(214) 357-7120,2202 inwood road,75235,bbq,27
1572,hg sply co.,100,4.0,(469) 334-0896,2008 greenville avenue,75206,new american,14
1573,the ginger man,237,3.8,(214) 754-8771,2718 boll street,75204,bar food,15
1574,urban taco,138,3.4,(214) 922-7080,3411 mckinney avenue,75204,mexican,20
1575,garden cafe,218,3.5,(214) 887-8330,5310 junius street,75214,"cafe,american,sandwich",14
1576,metropolitan cafe,55,4.6,(214) 741-2233,2032 main street,75201,american,15
1577,souk,43,3.3,(469) 458-2233,3011 gulden lane,75212,moroccan,10
1578,chocolate secrets,84,3.6,(214) 252-9801,3926 oak lawn avenue,75219,desserts,15
1579,cindi's,233,3.7,(214) 739-0918,11111 n central expressway,75243,"deli,cafe",23
1580,cafe madrid,274,3.6,(214) 528-1731,4501 travis street,75205,"spanish,tapas",17
1581,dish,223,3.8,(214) 522-3474,illume,75219,new american,26
1582,sol irlandes,322,3.4,(214) 744-9400,1525 main street,75201,tex-mex,32
1583,asian mint,713,3.7,(214) 363-6655,11617 n central expressway,75243,"asian,thai",52
1584,la calle doce,228,3.7,(214) 941-4304,415 west 12th street,75208,"mexican,seafood",26
1585,texas de brazil,289,3.8,(214) 720-1414,2727 cedar springs road,75201,"brazilian,steakhouse",14
1586,bellini's italian cafe and bar,306,4.0,(214) 528-2844,3810 congress avenue,75219,italian,32
1587,ocean prime,225,3.3,(214) 965-0440,2101 cedar springs road,75201,"seafood,steakhouse",21
1588,the social house,58,3.2,(214) 999-0046,2708 routh street,75201,american,12
1589,urban taco,237,3.6,(214) 823-4723,5331 e mockingbird lane,75206,mexican,22
1590,elaine's kitchen,185,4.4,(214) 565-1008,2717 martin luther king jr boulevard,75215,"american,caribbean",11
1591,sundown at granada,103,3.5,(214) 823-8305,3520 greenville avenue,75206,"healthy food,new american,beverages",6
1592,mike anderson's bbq,203,4.3,(214) 630-0735,5410 harry hines boulevard,75235,bbq,26
1593,blue mesa grill,214,3.4,(214) 378-8686,7700 w northwest hwy,75225,southwestern,30
1594,fuel city tacos (super tacaso),350,4.6,(214) 426-0011,801 s riverfront boulevard,75207,"mexican,taco",47
1595,desperados mexican restaurant,173,3.7,(214) 363-1850,4818 greenville avenue,75206,tex-mex,14
1596,rodeo goat,78,3.5,(214) 741-4628,1926 market center boulevard,75207,"burger,american",9
1597,keller's hamburgers,296,4.1,(214) 319-6060,10226 garland road,75218,american,17
