custom_id,brand,modelno,title,price,descr,shipweight,dimensions1,dimensions2,dimensions3
261,oki,5.2102001e+07,oki 52102001 ribbon black,14.0,black ink  compatible with oki microline 184 turbo ibm parallel 184 turbo standard parallel 184 turbo standard serial 320 turbo 320 turbo dec ansi 320 turbo w rs-232c serial 320 turbo with csf 320 turbo n 321 turbo 321 turbo dec ansi 321 turbo with csf 321 turbo n 120 172 180 182 183 192 193 321 320 182 plus 182 turbo 192 plus printers,0.065,0,0,0
262,xerox,108r00645,xerox 108r00645 imaging unit for phaser 6300 and 6350 printer,244.84,imaging unit  compatibility xerox phaser 6300 printer xerox phaser 6350 printer  print technology laser,8.4,15.0,12.25,8.0
263,draper,241119,draper cineflex ultimate folding replacement surface portable screen - 9 x 12 ntsc format,755.0,this ultimate folding replacement surface screen is the first screen manufactured with 100pct cnc computer numerical controlled components and assembly. the tubing is cnc machined surfaces and borders are cnc cut and even rivet and snap holes are cnc placed. no competitive product meets this new standard in portable folding screens.,15.0,0,0,0
264,draper,241102,draper cineflex ultimate folding portable screen with heavy-duty legs - 133 diagonal hdtv format,1195.0,this ultimate folding screen is the first screen manufactured with 100pct cnc computer numerical controlled components and assembly. the tubing is cnc machined surfaces and borders are cnc cut and even rivet and snap holes are cnc placed. heavy-duty legs offer extra stability with an adjustable gusset. no competitive product meets this new standard in portable folding screens.,88.0,0,0,0
265,rubbermaid,25001,rubbermaid rotary desk organizer w supplies black,21.94,durable many compartments easy access,1.95,0,0,0
266,sony,alcf62a,sony 62mm front lens cap,9.0,protects lens from dust and scratches material abs for 62mm lenses,0.1,3.0,2.8,0.1
267,iomega,34945,iomega ego 500gb helium portable hard drive,78.98,lightweight ultra-thin design maximum portability high-speed usb 2.0 connection,0.75,7.1,5.2,2.3
268,southworth,pf8,southworth 10pk certificate holder navy,6.54,heavyweight certificate holder holds 8-1 2  certificates pop-out tab for wall hanging,0.5429999999999999,0,0,0
269,skb cases,3skbx342616,skb cases rx series rugged roto-x shipping foot locker case 18 1 2 h x 36 w x 28 d outside,614.99,rotationally molded shipping containers stack securely for efficient transport and storage. optional heavy-duty wheels for maximum mobility. recessed heavy-duty twist latches will accommodate padlock. spring-loaded handles are also recessed for protection. features -rotationally molded for maximum strength -stack securely for efficient transport -spring loaded 90  lifting handles -available heavy-duty removable lockable caster kits -heavy-duty twist latches will accommodate padlocks -there is no foam in this case suggested applications -heavy equipment transport -machine parts and military gear -boat gear fishing equipment -fire rescue and first aid equipment dimensions -lid depth 3 -base depth 13 -outside dimensions 18 1 2 h x 36 w x 28 d -inside dimensions 16 h x 34 w x 26 d about skb cases in 1977 the first skb case was manufactured in a small anaheim california garage. today skb engineers provide cases for hundreds of companies involved in many diverse industries. we enter the new millennium with a true sense of accomplishment for the 2 decades of steady growth and for our adherence to quality standards that make us industry leaders. we never lose sight of the fact that our customers give us the opportunity to excel and their challenges allow us to develop and grow. we are grateful for their trust and loyalty and we remain dedicated to the assurance that every case with an skb logo has been manufactured with an unconditional commitment to unsurpassed quality. the million mile guaranty - every skb hardshell case is unconditionally guaranteed forever. that means if you break it we will repair or replace it at no cost to you. skb cases have been on the road since 1977 and have spent,44.0,34.0,26.0,16.0
270,at t,aria,at t - htc aria smartphone price with new 2-yr contract,320.0,,9.13,9.57,6.1,2.75
271,avery,75537,avery economy weight sheet protectors 100ct,11.52,acid free and archival safe reinforced binding edge anchors papers firmly includes 100 protectors,4.625,12.0,9.813,1.0
272,avery,48363,avery eco shipping labels white 250-count,9.46,made of 100 percent recycled material label paper is processed chlorine free for laser and inkjet printers,0.7,12.062,9.439,0.031
273,avery,16143,avery write-on tabs 1.75 48-count,3.54,removable won t smear colors stand out,0.05,7.25,3.0,0.3
274,link depot,c6m5gyb,link depot 5 ethernet enhanced cat6 networking cable gray,2.98,category 6 enhanced 550 mhz tia eia 568b.2 utp unshielded twisted pair,0.75,12.0,7.5,0.5
275,dymo,45018,dymo d1 standard tape cartridge for dymo label makers 3 8in x 23ft red on white,17.47,d1 high-performance polyester label cartridge durable scratch- and chemical-resistant,0.07200000000000001,0,0,0
276,ampad,21118,ampad evidence glue top narrow ruled pads ltr 50-sheet pads pack dozen,10.97,glue-top style for easy sheet removal 12pk - 50 sheet pads pack each pad measures 8-1 2,5.274,0,0,0
277,sony,vgpbkb1,sony vgp-bkb1 bluetooth wireless keyboard,97.15,intelligent power management technology helps conserve battery life 2 aa batteries included provide up to 4 months of use extended layout includes volume and navigation controls,1.84,19.0,5.5,2.0
278,ep memory,epsdhc32gb4,acp-ep memory 32gb class 4 sdhc card,68.88,capacity 32gb data transfer rate 4mbps write protect switch prevents data loss,0.5,6.4,3.25,0.6
279,da-lite,89939,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,2595.0,features -same great design as our advantage  electrol  except screen is tensioned for an extra flat surface for optimum image quality when using video or data projection..-tab guide cable system maintains even lateral tension to hold surface flat while custom slat bar with added weight maintains vertical tension..-front projection surfaces standard with black backing for opacity..-standard with a decora style three position wall switch..- for easy installation the tensioned advantage  is available with scb-100 and scb-200 rs-232 serial control board low voltage control unit silent motor or silent motor with low voltage control built into the case..-ul plenum rated case..-contains a 2 wide slot on the bottom of the case that the screen drops out of.. screen material high contrast cinema vision designed for today s moderate output dlp and lcd projectors this screen surface is a great choice when video images are the main source of information being projected and where ambient lighting is moderately controlled. with its specially designed gray base surface and a reflective top surface this screen material is able to provide very good black levels without sacrificing the white level output. with its enhanced black levels and brilliant white levels this screen surface provides deep life-like colors and greater detail and sharpness to the image. screen surface can be cleaned with mild soap and water. flame retardant and mildew resistant. viewing angle 50  gain 1.1,124.0,0,0,0
280,archos,501594,archos 10.1  touchscreen entertainmenttablet and ebook reader with google android os,279.0,10.1  tft lcd capacitive multi-touch widescreen display  android 2.2 froyo os  includes standard usb cable quick start guide power charger,16.0,11.8,9.7,2.0
281,da-lite,35199,da-lite da-tex rear tensioned advantage electrol - hdtv format 184 diagonal,4612.99,features -same great design as our advantage  electrol  except screen is tensioned for an extra flat surface for optimum image quality when using video or data projection..-tab guide cable system maintains even lateral tension to hold surface flat while custom slat bar with added weight maintains vertical tension..-front projection surfaces standard with black backing for opacity..-standard with a decora style three position wall switch..- for easy installation the tensioned advantage  is available with scb-100 and scb-200 rs-232 serial control board low voltage control unit silent motor or silent motor with low voltage control built into the case..-ul plenum rated case..-contains a 2 wide slot on the bottom of the case that the screen drops out of.. screen material da-tex flexible fabric screen a translucent neutral gray vinyl fabric that allows rear projection in applications where a rigid acrylic or glass screen are not possible. this specially designed gray vinyl surface offers the same high transmission and low reflectance values as a rigid rear projection screen for optimal viewing. it yields excellent color rendition image contrast and a moderately wide viewing angle. ideally suited for both lace and grommet and snap button type screens used in portable installations. this material requires tensioning due to its flexible nature. screen surface can be cleaned with mild soap and water. flame retardant and mildew resistant. viewing angle 30  gain 1.3,181.0,0,0,0
282,nextware,jelpadbk,nextware jellybean case for ipad black,29.95,smart custom fit for ipad protection lightweight soft polymer plastic construction to prevent smudges case provides shock absorption plus scratch protection,0.55,10.5,8.0,0.7
283,pc treasures,19457,pc treasures 15.6  laptop kit black,39.0,15.6  pocketpro case wireless mouse with 800 dpi precision 4-port usb hub,4.5,18.5,12.75,3.5
284,tribeca,fva3615,tribeca varsity jacket silicone case for ipod touch university of florida,18.9,fits 4th generation ipod touch rugged silicone construction easy access to ports,0.9,7.75,4.0,0.75
285,netgear,xav5001100nas,netgear powerline av 500 adapter,79.82,up to 500mbps plug and play push and secure secures network with button,0.88,7.3,4.7,3.2
286,mustang,scf84w4:3,mustang 84 fixed screen high contrast in white,262.2,features -fixed wall mount screen. -frame color black. -tubular aluminum frame. -matte white high-contrast viewing surface optimizes the brilliant color palette of the projector. -acoustically transparent screen permits speakers to be installed directly behind it. -easily removable screen is machine washable. -high quality frame absorbs projector over scan . -easy assembly. specifications -nominal diagonal size 84 . -screen size 54 h x 70 w. -viewing size 50 h x 66.5 w. -aspect ratio 4 3 ntsc video. -gain 0.9. for more information on this product please view the sheet s below specification sheet,12.0,0,0,0
