custom_id,brand,modelno,title,price,descr,dimensions,shipweight
321,Tribeca,FVA4549,St. Louis Cardinals iPod Touch 4G Hard Case,29.99,Give your iPod Touch some team flavor with the St. Louis Cardinals iPod Touch 4G Hard Case Features a durable hard shell and a high quality logo that won t rub off or fade.,,
322,Midland,AVP-H1,Midland AVP-H1 Motorcycle Microphone Speakers for GMRS FRS Radios,34.79,Designed for open-faced helmets and works with all Midland GMRS FRS radios.,12.0 x 8.0 x 1.0 inches,0.94
323,Case Logic,59253,Case Logic 72 Capacity Heavy Duty CD Wallet,15.99,Case Logic 72 Capacity Heavy Duty CD Wallet Sleek heavy duty molded case with zippered closure holds 72 CDs in protective patented ProSleeve pages. Compact wallet holds 72 CDs Protective ProSleeves  protect delicate CDs,12.24 x 6.89 x 2.56 inches,1.16
324,ZyXEL,GS108B,ZyXEL Desktop Gigabit Switch GS-108B,34.99,These simple plug and play switches are designed to be mounted on a wall or on your desk  Perfect for home and small office users.,9.85 x 6.0 x 2.05 inches,1.45
325,Corsair,TWIN2X4096-6400C5C,CORSAIR XMS2 2GB 2 X 1GB PC2-6400 800MHz 240-pin DDR2 CL5 Dual Channel Desktop Memory Kit - TWIN2X4096-6400C5C,72.82,Corsair Dual Channel 2048MB PC6400 DDR2  Memory 2x1024MB  Memory CAS Latency 5-5-5-18-T1  Dual Channel DDR2  Connectivity 240 Pins,8.25 x 6.0 x 1.5 inches,0.2
326,Norazza,NBC118,Blue Crane NBC118 Introduction to the Canon XS 1000D andXSi 450D DVD,19,Take great pictures with your Canon XSi 450D or XS 1000D camera  All you need is this training DVD and about two hours and you ll have the knowledge and the confidence to create the images you want  The topics are arranged in chapters so you can move at your own pace and return later to individual subjects,7.5 x 5.375 x 0.625 inches,0.18
327,StarTech,ST122LE,StarTech.com ST122LE 2 Port VGA Video Splitter Cable - USB Powered,32.88,Connector on First End 1 x 15-pin DB-15 Male  Connector on Second End 2 x 15-pin DB-15 Female 1 x USB  Cable Type Video,8.55 x 4.5 x 0.225 inches,0.35
328,Da-Lite,40184,Da-Lite 40184 Model B Manual Wall and Ceiling Projection Screen,47.84,Manual projection screen  Wall or ceiling mount  Seamless,61.875 x 4.5 x 4.275 inches,15.0
329,Connectpro,UR-12-KIT,Connectpro UR-12-KIT Master-IT USB UR-12 KVM Switch,67.09,Packaged with two sets of 6 ft. Premium 2-in-1 cables  USB ver 1.1 compliant  USB self-powered operation,4.9 x 2.7 x 1.6 inches,2.85
330,Verbatim,95097,Verbatim 95097 16x DVD R Media,10.88,DVD R  4.7GB 120 minute  Record in approximately 5 minutes,5.13 x 4.59 x 1.98 inches,1.4
331,Scosche,IDR355MD,Scosche Increased Dynamic Range Chameleon Earphones IDR355MD,24.34,Frequency Response 17Hz-20kHz Six sets of interchangeable color caps Travel pouch,6.0 x 5.0 x 2.0 inches,0.25
332,Draper,116300,Draper Matte White Targa Electric Screen  - HDTV 92 diagonal,618,Targa electric projection screen. Ideal for auditoriums and lecture halls hospitals hotels churches boardrooms and conference rooms. The motor is mounted inside the roller for a trim balanced appearance. Pentagonal steel case is scratch-resistant white polyester finish with matching endcaps. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Screen operates instantly at the touch of a button and stops automatically in the up and down positions..-Viewing surface can be lowered to any position at the touch of a switch..-NTSC HDTV and WideScreen format screens have black borders on all four sides.-Available with a ceiling trim kit for ceiling recessed installation..-With control options it can be operated from any remote location..-Depending on surface available in sizes through 16 x 16 and 240 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Matte White The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0.,,58.0
333,Draper,205021,Draper Glass Beaded Apex Manual Screen - 6 diagonal NTSC Format,665.99,Spring roller front projection screen with ceiling closure Features -Spring-roller operated front projection screen -Extruded aluminum case installs above ceiling -White closure panel at bottom of screen seals ceiling opening when screen is retracted -A detachable aluminum operating pole is furnished -Trim flange surrounds perimeter of case to finish installation whether in a suspended or drywall ceiling -Bottom of case and closure are finished in white -NTSC HDTV and WideScreen format screens have black borders on all four sides -Warranted for 1 year against defects in materials and workmanship  Installation Instructions Need mounting brackets carrying cases or other screen accessories Shop our selection - call us with any questions View All Screen Accessories,,35.0
334,,,Pilot BeGreen B2P Roller Ball Retractable Gel Ink Pen Red 5 count,7.5,Includes 5 pens Red Ink Fine Point,,0.035
335,Midland,LXT385VP3,Midland 2-Pack 22-Channel Camo LXT385VP3 GMRS Radio,39.82,Range Up to 24 miles 22 channels Includes two NiMH rechargeable battery packs and dual drop-in charger,10.75 x 9.25 x 3.4 inches,1.74
336,Midland,1001LWX,Midland 40-Channel Mobile CB Radio with Weather Scan Technology,69.99,40-channel digital tuner Weather scan technology Full-sized microphone,9.6 x 9.2 x 2.5 inches,3.0
337,XEROX,108R00657,Xerox 108R00657 Extended-Capacity Maintenance Kit For Work Centre C2424,154.84,Maintenance Kit  Compatibility Xerox Workcenter C2424  Print Technology Laser,14.5 x 3.25 x 3.0 inches,1.64
338,INNOVERA,D3010,Innovera D3010 Black Compatible High-Yield Toner Print Cartridge,68.35,1 toner print cartridge Color Black,,0.959
339,Dell,,Dell Switch Black 15.6  Inspiron i15R-5673DBK Laptop PC with Intel Core i5-2410M Processor Windows 7 Home Premium with Bonus Your Choice Color Pattern Lid Bundle,768,Value Bundle Intel Core i5-2410M processor 8GB memory 750GB hard drive 15.6  HD LED display Webcam 8-in-1 card reader Wi-Fi Windows 7 Home Premium,,
340,SanDisk,SDCZ36Z008GAW11P,Sandisk 8GB Cruzer USB Flash Drive Pink,12.88,Capacity 8GB Transfer files easily Retraceable port,7.0 x 5.0 x 0.4 inches,0.1
341,EP Memory,BH-SKTHFS/2G,Birdhouse Tony Hawk 2GB Full Skull SkateDrive USB Flash Drive,9.84,Capacity 2GB Neck strap attachment USB 2.0 interface,6.25 x 3.25 x 1.5 inches,1.5
342,EP Memory,FLIP-SKATEB/8G,Action Sport Drives 8GB Flip USB Skate Drive Logo,16.84,Flip Graphics with rubberized texture Neck strap attachment on USB Drive USB 2.0 high-speed interface,6.25 x 3.25 x 1.5 inches,1.5
343,V7,V7N2C6-05F-REDS,V7 5 CAT6 Snagless Molded Network Patch Cable Red,4.88,Stringent specifications for reducing cross talk and system noise Maximizes your LAN speed Great for higher bandwidth applications,10.0 x 8.0 x 1.0 inches,0.3
344,Generic,51653-76-04,Everstart 14-Gauge 20 Red Primary Wire,0,Jacket can withstand high temperatures Abrasion and chemical resistant,9.75 x 4.0 x 1.5 inches,
345,Avery,5980,Avery 750pk High-Visibility Laser Labels Pastel Blue,14.94,Color Pastel Blue High-visibility For use with laser printers,,0.64
346,Apple,MC359LL/A,Apple iPad 10W USB Power Adapter,29,The iPad 10W USB Power Adapter lets you charge your iPad directly through an electrical outlet,5.3 x 5.3 x 1.8 inches,0.7
347,Belkin,F3U138-06,Belkin Pro Series 6 USB 2.0 5-Pin Min-B Cable,6.07,Molded-strain relief construction for flexible movement 24k gold-plated copper contacts for excellent conductivity Reduces cross talk and interference,10.0 x 5.0 x 1.1 inches,0.2
348,Clover Electronics,HDC211,Clover True Day Night Vari-Focal Color Dome Camera,214.86,Weatherproof IP67 3-axis gimbals bracket Total 33 infrared LEDs with a CDS sensor,10.0 x 8.0 x 6.0 inches,9.78
349,EP Memory,EPCLP/2GB-2.0,EP 2GB USB 2.0 Capless Wave Flash Drive Pink,8.84,Capacity 2GB USB 2.0 interface Plug and play,3.25 x 0.75 x 0.25 inches,0.5
350,Lenovo,40812GU,Lenovo Black IdeaCentre Q150 Mini Desktop PC with Intel Atom D510 Processor 250GB Hard Drive and Windows 7 Home Premium Monitor Not Included,319,Intel Atom D510 processor 2GB memory 250GB hard drive NVIDIA ION graphics Wi-Fi Windows 7 Home Premium,14.9 x 8.1 x 4.8 inches,8.0
351,Acer,AS7551-7422,Acer Black 17.3  AS7551-7422 Laptop PC with AMD Phenom II X4 Quad-Core N970 Processor and Windows 7 Home Premium,478,AMD Phenom II X4 Quad-Core N970 processor 4GB memory 500GB hard drive 17.3  HD widescreen CineCrystal display Webcam 5-in-1 card reader Wi-Fi Windows 7 Home Premium,19.6 x 13.9 x 4.8 inches,13.4
352,Acer,A500-10S32u,Acer Iconia Tab with Wi-Fi 10.1  Touchscreen Tablet PC Featuring Android 3.0 Honeycomb Operating System Aluminum Metallic - 32GB,498,10.1  touchscreen 1GHz NVIDIA Tegra 250 Dual-Core processor 32GB of storage memory Google Android 3.0 Honeycomb OS Webcams and Wi-Fi,12.0 x 8.4 x 2.4 inches,3.25
353,,20328,Aurora Products Elements Eco-Friendly Round Ring Binder,8.27,Round ring binder  Binder Sheet Size 11 x 8 1 2 Open and close trigger,,0.954
354,Logitech,910002537,Logitech Wireless Mouse M315 Silver,19.88,Plug-and-forget nano receiver Advanced Optical Tracking Advanced 2.4GHz wireless technology,8.7 x 5.83 x 3.58 inches,0.33
355,Avery,17351,Avery 3  Durable View Binder with EZ-Turn Ring Black,7.47,E-Z Turn Ring helps to lay pages flat Customizable front cover,12.06 x 11.63 x 3.43 inches,1.5
356,JWin,IHP605BLK,jWIN Mega Bass Pro Headphones,37.88,Electronically mastered drivers Expertly crafted ear pads Precise adjustable headband,8.9 x 8.1 x 3.4 inches,1.5
357,Epson,T008201,Epson T008201 Color Ink Cartridge for Stylus Color 780 870 875DC 875DCS and 890,20.84,Prints up to 150 pages quick-drying color ink,4.06 x 3.9 x 1.34 inches,0.2
358,ActionTec,GT701C,Actiontec Modem for Verizon DSL,65.84,Capable of networking two computers and sharing your DSL connection.,10.8 x 8.0 x 4.0 inches,2.7
359,,,BIC Round Stic Ball Pen Blue 1-Dozen 2-Pack,2,,,
360,Arkon,BBBOLD112,Arkon BBBOLD112 Deluxe Non-Skid Weighted Dashboard Mount with Safety Hook For BlackBerry Bold 9900,24.88,Adhesive safety hook attaches to loop on dashboard mount  Anti-skid material and weighted base prevents movement of mount  U-shaped rim design allows user to lower for optimal viewing  80mm suction disc for windshield suction pedestal  Includes Travelmount mini-windshield suction pedestal,16.0 x 7.2 x 1.575 inches,1.8
361,Scosche,FPTAG,Scosche FPTAG Anti-Glare Screen Protectors for iPod touch 2pk,16.88,Protects screen from scratches and dust Total access to all ports and screen Includes micro-fiber cleaning cloth,6.8 x 3.8 x 1.8 inches,0.05
362,,,Five Star 3-subject College Rule Notebook 2 pack,9.24,Includes 2 notebooks 150 sheets each College Rule,,1.498
363,XEROX,108R00602,Xerox 108R00602 Maintenance Kit,110.84,Maintenance Kit  Designed for use with Phaser 8400  Capacity is up to 10 000 pages,14.5 x 3.0 x 3.0 inches,1.64
364,Team Pro Mark,MSU045,North Carolina Tar Heels Pro Grip Mouse,26.99,Add some style to your desktop with this NCAA licensed optical USB mouse Features 3 buttons a scroll wheel football styling and domed team logo. The mouse is desktop and notebook compatible with 800 dpi resolution.,,
365,Sony,ACL200,Sony Portable Handycam AC Adaptor,32.27,Output Voltage DC 8.4V Compatible with F P and A series InfoLithium Batteries,9.0 x 6.0 x 3.0 inches,0.86
366,Mustang,SC-M7011,Mustang 70 x 70 Manual Screen in Matte White,86.6,Features -Manual wall mount screen. -Case color White. -Scratch resistant steel case. -Smooth light proof matte white screen surface. -Washable screen surface mild soap and water . -Spring-loaded system for easy set up and display. -Fitted with an automatic stopping device at every 5 . -Can pull the screen down as far or as little as you need to best fit your picture. -Black masking borders around the sides of the screen increase picture focus and contrast. -Installs to wall or ceiling with fixed brackets. Specifications -Nominal diagonal size 99 . -Screen size 70 H x 70 W. -Viewing size 70 H x 70 W. -Aspect ratio 1 1. -Gain 1.0. -Top mask 6 . -Case length 75.6 . -Case diameter 2.2 . -3 Year warranty on parts and labor. For more information on this product please view the Sheet s below Specification Sheet,,17.0
367,Edge Tech,PE222031,Edge 16GB ProShot 133x CF Memory Card,39.98,Capacity 16GB Speed Rating 133x Indoor or outdoor use,9.0 x 6.0 x 3.0 inches,0.25
368,Draper,136007,Draper Matte White Salara Plug and Play Electric Screen - NTSC 7 diagonal,624.25,With the Salara Plug   Play you can have a remote controlled motorized screen on your wall in 10 minutes no electrician required. The SALARA SERIES makes a design statement with its small elliptical case and domed endcaps finished in solid white. Features -No wiring necessary -Comes with 10 power cord built-in IR receiver and IR remote -RS232 compatible -Mounts flush to the wall or ceiling with floating brackets on the back of the case -Case dimensions are 3 13 16 H x 5 5 16 D -Warranted for 1 year against defects in materials and workmanship  Installation Instructions Need mounting brackets carrying cases or other screen accessories Shop our selection - call us with any questions View All Screen Accessories,,36.0
369,Draper,104175,Draper High Contrast Grey Access Series E Electric Screen  - AV Format 72 x 96,1505.95,The Access Series E. Motorized ceiling-recessed projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Install an Access case first and the screen later..-Motor-in-roller assures quiet and smooth operation..-Depending on surface available in sizes through 12 x 12 and 200 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material High Contrast Grey Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8  in height. Peak gain of 0.8.,,87.0
370,Draper,118207,Draper M2500 Ultimate Access Series V Electric Screen  - AV Format 70 x 70,2865,Ultimate Access Series V electric ceiling-recessed projection screen. You can install the case first and the tab-tensioned screen later. Motor-in-roller assures quiet and smooth operation. Ceiling-recessed screen with an independently motorized ceiling closure. When the screen is retracted the closure forms a solid bottom panel giving the ceiling a clean appearance. Features -Now available in 16 10 and 15 9 laptop presentation formats.-12 extra drop is standard..-With control options it can be operated from any remote location..-Depending on surface available in sizes through 12 x 12 and 15 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship..-At the touch of a switch or wireless transmitter the door of the Ultimate Access opens into the case before the viewing surface descends into the room. Your audience will be impressed by its precision timing and quiet fluid movement.. Screen Material M2500 Higher gain surface provides good black retention with accurate light colors and whites. M2500 is black-backed and tolerates a higher ambient light level in the audience area than many front projection screen surfaces. On-axis gain of 1.5.,,124.0
