"id","title","authors","venue","year"
"conf/sigmod/NatsevRS99","walrus: a similarity retrieval algorithm for image databases","rajeev rastogi, kyuseok shim, apostol natsev","sigmod conference",1999
"conf/sigmod/Ullman03","improving the efficiency of database-system teaching","jeffrey d. ullman","sigmod conference",2003
"journals/sigmod/FengJH01","towards knowledge-based digital libraries","manfred a. jeusfeld, ling feng, jeroen hoppenbrouwers","sigmod record",2001
"conf/sigmod/Galindo-Legaria94","outerjoins as disjunctions","c?sar a. galindo-legaria","sigmod conference",1994
"conf/vldb/Dyreson96","information retrieval from an incomplete data cube","curtis e. dyreson","vldb",1996
"conf/vldb/DagevilleZ02","sql memory management in oracle9i","mohamed za?t, beno?t dageville","vldb",2002
"conf/vldb/ZhangL98","buffering and read-ahead strategies for external mergesort","per-?ke larson, weiye zhang","vldb",1998
"conf/sigmod/ChaudhuriMN98","random sampling for histogram construction: how much is enough?","vivek r. narasayya, rajeev motwani, surajit chaudhuri","sigmod conference",1998
"journals/vldb/PapadiasS94","qualitative representation of spatial knowledge in two-dimensional space","dimitris papadias, timos k. sellis","vldb j.",1994
"conf/sigmod/GuptaLM03","birn-m: a semantic mediator for solving real-world neuroscience problems","bertram lud?scher, maryann e. martone, amarnath gupta","sigmod conference",2003
"conf/vldb/DattaDTVRF01","a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration","anindya datta, kaushik dutta, helen m. thomas, debra e. vandermeer, krithi ramamritham, dan fishman","vldb",2001
"conf/vldb/MeoPC96","a new sql-like operator for mining association rules","giuseppe psaila, stefano ceri, rosa meo","vldb",1996
"conf/sigmod/Mohan02","tutorial: application servers and associated technologies","c. mohan","sigmod conference",2002
"conf/vldb/BettiniJWW02","provisions and obligations in policy management and security applications","xiaoyang sean wang, duminda wijesekera, claudio bettini, sushil jajodia","vldb",2002
"journals/sigmod/ShahMFH01","java support for data-intensive systems: experiences building the telegraph dataflow system","michael j. franklin, samuel madden, joseph m. hellerstein, mehul a. shah","sigmod record",2001
"conf/vldb/ClaussenKMP97","optimizing queries with universal quantification in object-oriented and object-relational databases","guido moerkotte, jens clau?en, klaus peithner, alfons kemper","vldb",1997
"conf/sigmod/ChanI99","an efficient bitmap encoding scheme for selection queries","chee yong chan, yannis e. ioannidis","sigmod conference",1999
"journals/sigmod/DarwenD95","the third manifesto","c. j. date, hugh darwen","sigmod record",1995
"journals/vldb/MehtaD97","data placement in shared-nothing parallel database systems","manish mehta, david j. dewitt","vldb j.",1997
"journals/sigmod/BilirisP96","the bess object storage manager: architecture overview","alexandros biliris, euthimios panagos","sigmod record",1996
"journals/sigmod/DemersGRTY03","the cougar project: a work-in-progress report","agathoniki trigoni, rajmohan rajaraman, alan j. demers, yong yao, johannes gehrke","sigmod record",2003
"conf/vldb/LudasaherGM00","model-based information integration in a neuroscience mediator system","bertram lud?scher, amarnath gupta, maryann e. martone","vldb",2000
"conf/sigmod/GreenwaldK01","space-efficient online computation of quantile summaries","sanjeev khanna, michael greenwald","sigmod conference",2001
"conf/vldb/BouganimNPW03","chip-secured data access: reconciling access rights with data encryption","philippe pucheral, lilan wu, luc bouganim, fran?ois dang ngoc","vldb",2003
"conf/sigmod/RamakrishnanD98","the pointcast network","vibha dayal, satish ramakrishnan","sigmod conference",1998
"conf/sigmod/Norrie95","integration approaches for cim","moira c. norrie","sigmod conference",1995
"journals/sigmod/Hellerstein03","toward network data independence","joseph m. hellerstein","sigmod record",2003
"conf/sigmod/LiuPTBBZBHY98","cq: a personalized update monitoring toolkit","david buttler, tong zhou, ling liu, paul benninghoff, wei han, calton pu, fenghua yu, wei tang, john biggs","sigmod conference",1998
"conf/sigmod/GraySSU03","the lowell report","hans-j?rg schek, michael stonebraker, jim gray, jeffrey d. ullman","sigmod conference",2003
"conf/sigmod/MaddenH02","distributing queries over low-power wireless sensor networks","samuel madden, joseph m. hellerstein","sigmod conference",2002
"conf/sigmod/CorralMTV00","closest pair queries in spatial databases","yannis theodoridis, yannis manolopoulos, antonio corral, michael vassilakopoulos","sigmod conference",2000
"journals/sigmod/BrunieK96","control strategies for complex relational query processing in shared nothing systems","lionel brunie, harald kosch","sigmod record",1996
"conf/vldb/ConradGJM02","database selection using actual physical and acquired logical collection resources in a massive domain-specific operational environment","xi s. guo, jack g. conrad, peter jackson, monem meziou","vldb",2002
"conf/vldb/MadhavanBR01","generic schema matching with cupid","philip a. bernstein, erhard rahm, jayant madhavan","vldb",2001
"conf/sigmod/BunemanDHS96","a query language and optimization techniques for unstructured data","gerd g. hillebrand, peter buneman, susan b. davidson, dan suciu","sigmod conference",1996
"conf/sigmod/BilirisFOP96","bess: storage support for interactive visualization systems","william o'connell, thomas a. funkhouser, alexandros biliris, euthimios panagos","sigmod conference",1996
"journals/tods/FegarasM00","optimizing object queries using an effective calculus","leonidas fegaras, david maier","acm trans. database syst.",2000
"journals/sigmod/MeltonE02","an early look at xquery","andrew eisenberg, jim melton","sigmod record",2002
"conf/vldb/PellenkoftLK97","the complexity of transformation-based join enumeration","c?sar a. galindo-legaria, martin l. kersten, arjan pellenkoft","vldb",1997
"conf/vldb/SantiniG02","gembase: a geometric mediator for brain analysis with surface ensembles","amarnath gupta, simone santini","vldb",2002
"conf/vldb/BunemanDHOW95","a data transformation system for biological data sources","susan b. davidson, limsoon wong, kyle hart, peter buneman, g. christian overton","vldb",1995
"conf/vldb/GionisIM99","similarity search in high dimensions via hashing","rajeev motwani, aristides gionis, piotr indyk","vldb",1999
"journals/tods/TariSS97","object normal forms and dependency constraints for object-oriented schemata","zahir tari, stefano spaccapietra, john stokes","acm trans. database syst.",1997
"conf/vldb/LiPHCAAT03","cacheportal ii: acceleration of very large scale data center-hosted database-driven web applications","wang-pin hsiung, kunihiro taniguchi, yusuf akca, oliver po, wen-syan li, divyakant agrawal, k. sel?uk candan","vldb",2003
"conf/vldb/ParkMC02","structural function inlining technique for structurally recursive xml queries","jun-ki min, chin-wan chung, chang-won park","vldb",2002
"conf/vldb/OlstonW00","offering a precision-performance tradeoff for aggregation queries over replicated data","jennifer widom, chris olston","vldb",2000
"conf/vldb/NarayananS01","tavant system architecture for sell-side channel management","subbu n. subramanian, srinivasa narayanan","vldb",2001
"journals/sigmod/HalkidiBV02a","clustering validity checking methods: part ii","michalis vazirgiannis, maria halkidi, yannis batistakis","sigmod record",2002
"journals/sigmod/RossAJS02","reminiscences on influential papers","theodore johnson, amr el abbadi, richard t. snodgrass, kenneth a. ross","sigmod record",2002
"conf/sigmod/ZadorozhnyRVUB02","efficient evaluation of queries in a mediator for websources","tolga urhan, laura bright, vladimir zadorozhny, maria-esther vidal, louiqa raschid","sigmod conference",2002
"conf/sigmod/QunLO03","d(k)-index: an adaptive structural summary for graph-structured data","chen qun, andrew lim, kian win ong","sigmod conference",2003
"journals/tods/Jimenez-PerisPAK03","are quorums an alternative for data replication?","bettina kemme, ricardo jim?nez-peris, marta pati?o-mart?nez, gustavo alonso","acm trans. database syst.",2003
"journals/tods/DekhtyarRS01","probabilistic temporal databases, i: algebra","alex dekhtyar, robert ross, v. s. subrahmanian","acm trans. database syst.",2001
"conf/sigmod/Brown99","implementing the spirit of sql-99","paul brown","sigmod conference",1999
"conf/sigmod/StonebrakerH01","content integration for e-business","joseph m. hellerstein, michael stonebraker","sigmod conference",2001
"conf/sigmod/SzalayGKT00","designing and mining multi-terabyte astronomy archives: the sloan digital sky survey","alexander s. szalay, donald r. slutz, ani thakar, jim gray, peter z. kunszt","sigmod conference",2000
"conf/sigmod/JoshiA01","mining needle in a haystack: classifying rare classes via two-phase rule induction","ramesh c. agarwal, mahesh v. joshi","sigmod conference",2001
"conf/sigmod/OrdonezC00","sqlem: fast clustering in sql using the em algorithm","paul cereghini, carlos ordonez","sigmod conference",2000
"conf/vldb/PetrovicBJ03","s-topss: semantic toronto publish/subscribe system","ioana burcea, milenko petrovic, hans-arno jacobsen","vldb",2003
"conf/vldb/Leymann01","managing business processes via workflow technology","frank leymann","vldb",2001
"conf/sigmod/AvnurHLORRRW98","control: continuous output and navigation technology with refinement on-line","bruce lo, tali roth, ron avnur, joseph m. hellerstein, chris olston, kirk wylie, bhaskaran raman, vijayshankar raman","sigmod conference",1998
"journals/sigmod/KiyokiKH94","a metadatabase system for semantic image search by a mathematical model of meaning","yasushi kiyoki, takanari hayama, takashi kitagawa","sigmod record",1994
"conf/sigmod/HsiaoN00","dlfm: a transactional resource manager","hui-i hsiao, inderpal narang","sigmod conference",2000
"conf/sigmod/Chakrabarti99","hypertext databases and data mining","soumen chakrabarti","sigmod conference",1999
"journals/sigmod/SycaraKWL99","dynamic service matchmaking among agents in open information environments","matthias klusch, katia p. sycara, seth widoff, jianguo lu","sigmod record",1999
"journals/sigmod/HasanFV96","open issues in parallel query optimization","waqar hasan, patrick valduriez, daniela florescu","sigmod record",1996
"conf/sigmod/Ahn94","database issues in telecommunications network management","ilsoo ahn","sigmod conference",1994
"conf/vldb/Mina98","mapinfo spatialware: a spatial information server for rdbms","chebel mina","vldb",1998
"conf/sigmod/OhHP00","efficient and cost-effective techniques for browsing and indexing large video databases","kien a. hua, jung-hwan oh","sigmod conference",2000
"conf/vldb/TsoisS03","the generalized pre-grouping transformation: aggregate-query optimization in the presence of dependencies","timos k. sellis, aris tsois","vldb",2003
"conf/vldb/MiningGroup96","mineset(tm): a system for high-end data mining and visualization","?","vldb",1996
"journals/sigmod/BorgidaCS98","krdb '98: the 5th international workshop on knowledge representation meets databases","alexander borgida, martin staudt, vinay k. chaudhri","sigmod record",1998
"conf/vldb/BonczRK98","the drill down benchmark","peter a. boncz, tim r?hl, fred kwakkel","vldb",1998
"conf/vldb/Galindo-LegariaPK94","fast, randomized join-order selection - why use transformations?","arjan pellenkoft, c?sar a. galindo-legaria, martin l. kersten","vldb",1994
"conf/sigmod/Ross00","expressing business rules","ronald g. ross","sigmod conference",2000
"journals/vldb/LiR99","fast joins using join indices","kenneth a. ross, zhe li","vldb j.",1999
"journals/tods/GunopulosKMSTS03","discovering all most specific sentences","sanjeev saluja, hannu toivonen, roni khardon, heikki mannila, ram sewak sharm, dimitrios gunopulos","acm trans. database syst.",2003
"conf/sigmod/MoonSL00","adaptive multi-stage distance join processing","sukho lee, bongki moon, hyoseop shin","sigmod conference",2000
"conf/vldb/WuFSP00","falcon: feedback adaptive loop for content-based retrieval","christos faloutsos, leejay wu, katia p. sycara, terry r. payne","vldb",2000
"conf/vldb/LuTD95","the fittest survives: an adaptive approach to query optimization","kian-lee tan, son dao, hongjun lu","vldb",1995
"journals/sigmod/Danish98","building database-driven electronic catalogs","sherif danish","sigmod record",1998
"conf/vldb/Chiueh94","content-based image indexing","tzi-cker chiueh","vldb",1994
