"id","title","authors","venue","year"
604279,"standards","andrew eisenberg","acm sigmod record",2001
604278,"describing semistructured data","luca cardelli","acm sigmod record",2001
604277,"database principles","leonid libkin","acm sigmod record",2001
604276,"information warfare and security","h. v. jagadish","acm sigmod record",2001
604275,"transactional information systems: theory, algorithms, and the practice of concurrency control and recovery","marc h. scholl","acm sigmod record",2001
604274,"book review column","karl aberer","acm sigmod record",2001
604273,"book reviews","karl aberer","acm sigmod record",2001
615188,"a pattern-based object calculus","nabil kamel, ping wu, stanley y. w. su","the vldb journal &mdash; the international journal on very large data bases",1994
615187,"dynamic maintenance of data distribution for selectivity estimation","kyu young whang, sang wook kim, gio wiederhold","the vldb journal &mdash; the international journal on very large data bases",1994
615186,"chronological scheduling of transactions with temporal dependencies","dimitrios georgakopoulos, marek rusinkiewicz, witold litwin","the vldb journal &mdash; the international journal on very large data bases",1994
604286,"research in multi-organizational processes and semantic information brokering at the lsdis lab","amit sheth, john miller, krys kochut, budak arpinar","acm sigmod record",2001
604285,"research centers","amit sheth","acm sigmod record",2001
604284,"on the academic interview circuit: an end-to-end discussion","u&#287;ur &#199;etintemel","acm sigmod record",2001
604283,"career forum","alexandros labrinidis","acm sigmod record",2001
604282,"java support for data-intensive systems: experiences building the telegraph dataflow system","mehul a. shah, michael j. franklin, samuel madden, joseph m. hellerstein","acm sigmod record",2001
637412,"special section on semantic web and data management","robert meersman, amit sheth","acm sigmod record",2002
637413,"data modelling versus ontology engineering","peter spyns, robert meersman, mustafa jarrar","acm sigmod record",2002
637414,"methodology for development and employment of ontology based knowledge management applications","york sure, steffen staab, rudi studer","acm sigmod record",2002
637415,"a conceptual architecture for semantic web enabled web services","christoph bussler, dieter fensel, alexander maedche","acm sigmod record",2002
615236,"sleepers and workaholics: caching strategies in mobile environments (extended version)","daniel barbar&#225;, tomasz imieli&#324;ski","the vldb journal &mdash; the international journal on very large data bases",1995
615237,"alphasort: a cache-sensitive parallel external sort","chris nyberg, tom barclay, zarka cvetanovic, jim gray, dave lomet","the vldb journal &mdash; the international journal on very large data bases",1995
615238,"quickstore: a high performance mapped object store","seth j. white, david j. dewitt","the vldb journal &mdash; the international journal on very large data bases",1995
615239,"estimating page fetches for index scans with finite lru buffers","arun swami, k. bernhard schiefer","the vldb journal &mdash; the international journal on very large data bases",1995
637420,"emergent semantics and the multimedia semantic web","w. i. grosky, d. v. sreenath, f. fotouhi","acm sigmod record",2002
637421,"querying multiple bioinformatics information sources: can semantic web research help?","david buttler, matthew coleman, terence critchlow, renato fileto, wei han, calton pu, daniel rocco, li xiong","acm sigmod record",2002
637422,"the grid: an application of the semantic web","carole goble, david de roure","acm sigmod record",2002
637423,"book reviews","karl aberer","acm sigmod record",2002
637416,"agents, trust, and information access on the semantic web","tim finin, anupam joshi","acm sigmod record",2002
637417,"conceptual model of web service reputation","e. michael maximilien, munindar p. singh","acm sigmod record",2002
637418,"the &#961; operator: discovering and ranking associations on the semantic web","kemafor anyanwu, amit sheth","acm sigmod record",2002
637419,"a framework for semantic gossiping","karl aberer, philippe cudr&#233;-mauroux, manfred hauswirth","acm sigmod record",2002
615220,"updating knowledge bases while maintaining their consistency","ernest teniente, antoni oliv&#233;","the vldb journal &mdash; the international journal on very large data bases",1995
615219,"data model for extensible support of explicit relationships in design databases","joan peckham, bonnie mackellar, michael doherty","the vldb journal &mdash; the international journal on very large data bases",1995
615222,"interviso: dealing with the complexity of federated database access","marjorie templeton, herbert henley, edward maros, darrel j. van buer","the vldb journal &mdash; the international journal on very large data bases",1995
615221,"realm-based spatial data types: the rose algebra","ralf hartmut g&#252;ting, markus schneider","the vldb journal &mdash; the international journal on very large data bases",1995
615214,"hyperfile: a data and query model for documents","chris clifton, hector garcia-molina, david bloom","the vldb journal &mdash; the international journal on very large data bases",1995
615213,"the software information base: a server for reuse","panos constantopoulos, matthias jarke, john mylopoulos, yannis vassiliou","the vldb journal &mdash; the international journal on very large data bases",1995
615216,"characterization of database access pattern for analytic prediction of buffer hit probability","asit dan, philip s. yu, jen yao chung","the vldb journal &mdash; the international journal on very large data bases",1995
615215,"ordered shared locks for real-time databases","divyakant agrawal, amr el abbadi, richard jeffers, lijing lin","the vldb journal &mdash; the international journal on very large data bases",1995
615233,"historical queries along multiple lines of time evolution","gad m. landau, jeanette p. schmidt, vassilis j. tsotras","the vldb journal &mdash; the international journal on very large data bases",1995
615230,"adaptable pointer swizzling strategies in object bases: design, realization, and quantitative analysis","alfons kemper, donald kossmann","the vldb journal &mdash; the international journal on very large data bases",1995
